Title,Price,Link,Description,Main image,Category
Four- person dinner set,539.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/4-person-dinner-set,"These beautiful organic shaped dinner sets will really stand out on any table, whether it is for a special dinner, or to enjoy your daily meals. The handmade pieces are made to last a lifetime. Some examples of colour combinations are given, but feel free to create your own unique combination of glaze options, just contact me.........All pieces are 100% dishwasher and microwave safe.This is a four- person setting consisting of 12 pieces: Dinner plate: ca 30cm / 12""  |  Side plate / First course plate: ca 23cm / 9""  |  Soup bowl: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This is a set of durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/DinnersetsHandmadepotteryFoursetsKariCeramics_500x.jpg?v=1639473733,pottery and ceramic
Dinner set Harmony,139.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/luxury-dinner-set,"The Speckled Blue color with earthy undertones on the large handmade dinner plate is a glaze you will love even more over time. The Natural White first course or side plate can also serve at another moment as a breakfast or lunch plate.The handmade soup bowl to go with it is here presented in 3 different glaze colours, click the glaze option in the drop down to see the respective image. And feel free to create your own unique combination as well, just contact me! All pieces are 100% dishwasher and microwave safe.Dinner plate: ca 30cm / 12""  |  Side plate / First course plate: ca 23cm / 9""  |  Soup bowl: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This is a set of durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_blue_white_black_ceramic_dinner_set_500x.jpg?v=1589543346,pottery and ceramic
Two - person dinner set,270.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/two-person-dinner-set,"These beautiful organic dinner sets will really stand out on any table, whether it is for an exceptional dinner, or to enjoy your daily meals even more. The handmade pieces are made to last a lifetime. Some examples of colour combinations are given, but feel free to create your own unique combination of glaze options, just contact me.All pieces are 100% dishwasher and microwave safe. For the oven heating with a maximum temperature of 120°C/248°F is recommended.This two-person setting consists 6 pieces: 2 Dinner plates : ca 30cm / 12"" 2 Side plates / First course plates: ca 23cm / 9"" 2 Soup bowls: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/DinnersetsixpiecesKariCeramics_500x.jpg?v=1669456564,pottery and ceramic
Dinner set Mystic,139.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/dinner-set-mystic,"Both the large handmade dinner plate and the first course or side plate is in Soft Black, a soft matt glaze-colour which makes any food stand out when served on it. The organic handmade soup bowl to go with it is here presented in 2 different glaze colours, either in Soft black for a stylish uni-coloured set, or Natural White for an interesting classic contrast.Click the glaze option in the drop down to see the respective image.  Feel free to create your own combination, just contact me.........All pieces are 100% dishwasher and microwave safe.Dinner plate: ca 30cm / 12""  |  Side plate / First course plate: ca 23cm / 9""  |  Soup bowl: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This is a set of durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_black_all_ceramic_dinner_set_500x.jpg?v=1589543553,pottery and ceramic
Six - person dinner set,798.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/6-person-dinner-set,"These beautiful organic dinner sets will really stand out on any table, whether it is for an exceptional dinner, or to enjoy your daily meals even more. The handmade pieces are made to last a lifetime. Some examples of colour combinations are given, but feel free to create your own unique combination of glaze options, just contact me.........All pieces are 100% dishwasher and microwave safe. For the oven heating with a maximum temperature of 120°C/248°F is recommended.This six -person setting consists 18 pieces: 6 Dinner plates: ca 30cm / 11.8"" 6 First course plates: ca 23cm / 9""6 Soup bowls: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/KariCeramicshandmadepottery6pdinnersetnov20_500x.jpg?v=1657790473,pottery and ceramic
Dinner set Essence,139.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/dinner-set-essence,"The large handmade dinner plate  is in Soft Black, a soft mat glaze-colour which makes any food stand out when served on it. The first course plate is in Speckled Blue, a beautiful natural and earthy glaze which is an all-time favourite.The pottery soup bowl is here presented in 2 different glaze colours, click the glaze option in the drop down to see the respective image. Feel free to create a unique combination, and choose 'other, contact me'.All pieces are 100% dishwasher and microwave safe.Dinner plate: ca 30cm / 12""  |  Side plate / First course plate: ca 23cm / 9""  |  Soup bowl: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This is a set of durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_black_blue_white_ceramic_dinner_set_500x.jpg?v=1631718038,pottery and ceramic
Dinner set Dimension,139.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/dinner-set-dimension,"The large handmade dinner plate  is in Speckled Blue, an earthy beautiful and very popular glaze, and the first course plate is in Soft Black, a matte glaze which makes any food you serve on it stand out. The ceramic soup bowl is here presented in 3 different glaze colours, click the glaze option in the drop down to see the respective image. Feel free to create your own combination and select 'other, contact me'! All pieces are 100% dishwasher and microwave safe.Dinner plate: ca 30cm / 12""  |  Side plate / Fist course plate: ca 23cm / 9""  |  Soup bowl: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. The beauty of handmade means that each one is unique.",//kariceramics.com/cdn/shop/products/CeramicdinnersetBlueBlackFGreenhandmadepottery_500x.jpg?v=1639474212,pottery and ceramic
Dinner set Presence,139.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/ceramic-stoneware-dinnerware-sets,"The large handmade dinner plate is in Soft Black, a matt glaze-colour which makes any food stand out when served on it. The Natural White first course or side plate can be used apart from dinners as  breakfast- or lunch plate as well.The organic shaped soup bowl is here presented in 3 different glaze colours, click the glaze option in the drop down to see the respective image. Do not hesitate to create your own unique combination, just contact me.........All pieces are 100% dishwasher and microwave safe.Dinner plate: ca 30cm / 12""  |  Side plate / First course plate: ca 23cm / 9""  |  Soup bowl: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This is a set of durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_black_white_red_ceramic_dinner_set_500x.jpg?v=1589543645,pottery and ceramic
Dinner set Contrast,139.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/dinner-set-contrast,"The large handmade dinner plate is in Soft Black, a satin mat glaze-colour which makes all food stand out when served on it;  and the first course plate is in Playful Red, a vibrant glaze with interesting beautiful pattern.The organic handmade soup bowl to go with it is here presented in 2 different glaze colours, click the glaze option in the drop down to see the respective image. Feel free to create your own unique combination - send me a message when you would like something other than suggested!All pieces of dinner sets are 100% dishwasher and microwave safe. The pieces can be heated in the oven, at a maximum temperature of 120°C/ 248°F Dinner plate: ca 30cm / 12""  |  Side plate / Fist course plate: ca 23cm / 9""  |  Soup bowl: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_black_red_turquoise_ceramic_dinner_set_09514691-602e-4a54-aa71-e4f644cdd8e2_500x.jpg?v=1589542856,pottery and ceramic
Dinner set Balance,139.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/wedding-gifts-dinner-sets,"The large handmade dinner plate and the complementary side plate or first course plate, are both glazed with Speckled Blue, a glaze-colour with earthy calm undertones. It is a beautiful natural glaze you will love even more over time.The organic soup bowl is here presented in 4 different glaze options, click the glaze option in the drop down to see the respective image. Feel free to create your own unique combination!All pieces are 100% dishwasher and microwave safe. The pieces can be heated in the oven at a maximum temperature of 120°C/ 248°F. Dinner plate: ca 30cm / 12""  |  First course plate: ca 23cm / 9""  |  Soup bowl: ca 16cm /6.3""  ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_blue_blue_white_ceramic_dinner_set_500x.jpg?v=1589542811,pottery and ceramic
Dinner set Reflection,139.0,https://kariceramics.com//collections/handmade-ceramic-dinnerware/products/dinner-set-reflection,"The large handmade dinner plate  is in Soft Black, a satin matt glaze colour which makes any food stand out. The first course plate is in Speckled Turquoise, a playful glaze with very subtle pattern.The soup bowl is here presented in Natural White glaze colour,  but feel free to create your own combination.........All pieces of dinner sets are 100% dishwasher and microwave safe.Dinner plate: ca 30cm / 12""  |  Side plate / First course plate: ca 23cm / 9""  |  Soup bowl: ca 16cm /6.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This is a set of durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_black_turquoise_white_close_ceramic_dinner_set_500x.jpg?v=1589543176,pottery and ceramic
Small bowls,19.0,https://kariceramics.com//collections/handmade-ceramic-accessories/products/small-ceramic-bowls,"Size: ca 3.3""/8.5cmA cute small ceramic bowl made specifically for toppings such as nuts or grated parmesan cheese. A  portion of jam or butter is served very neatly at breakfast or high tea in these bowls. Ideal as well to keep your tea bag - as a drip bowl. A trinket dish does not need to be flat, does it? This little bowl will shine when keeping small jewellery or other petite things, in your bathroom or bedroom...All pieces are 100% microwave- and dishwasher safe. For the oven heating with a maximum temperature of 120°C/248°F is recommended.♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/SpicebowlsHandmadepotteryKariCeramics_500x.jpg?v=1669458600,pottery and ceramic
Heart shaped bowl,39.0,https://kariceramics.com//collections/handmade-ceramic-accessories/products/heart-shaped-ceramic-bowls,"The size is between 11 and 12cm/ 4.3"" to 4.7"". Each one starts out  being thrown on the wheel and goes through a long detailed process until it's ready, thus the shape varies somewhat between one and another. A beautiful handmade heart shaped bowl. A wonderful gift to someone you care about, or to yourself. Love and be loved!All pieces are 100% microwave- and dishwasher safe.♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This heart is durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_red_ceramic_heart_500x.jpg?v=1716288293,pottery and ceramic
Spice bowl with spoon,22.0,https://kariceramics.com//collections/handmade-ceramic-accessories/products/ceramic-spice-bowl,"Size ca 3.3""/ 8.5cm in diameterMaybe you would like to use it for spices,  parmesan-cheese, a portion of jam, or something else? The cute durable spoon from Ebony wood comes with it. You could also use this beautiful bowl for keeping small jewellery or other petite things... All of our ceramics are microwave- and dishwasher friendly. For the wooden spoon we recommend hand washing only. ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/SpicebowlswithspoonHandmadeKariCeramics_500x.jpg?v=1639472618,pottery and ceramic
Jug or sauce boat,42.0,https://kariceramics.com//collections/handmade-ceramic-accessories/products/handmade-jug-or-ceramic-sauce-boat,"The jug has been made with one dent on each side for comfortable hold. You need to feel it to understand it, it's simply lovely. Add water to your whisky? Have milk with your tea? Pour chocolate over ice cream? Dressing on the salad? It can all be done with this little lovely one!  Volume is about 140-150 ml/ 4.7 - 5 fl ounce. All pottery is dishwasher safe. ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This jug is durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Handmade_milk_jugs_Kari_Ceramics_close_500x.jpg?v=1617872874,pottery and ceramic
Sugar bowl and milk jug set,129.0,https://kariceramics.com//collections/handmade-ceramic-accessories/products/ceramic-sugar-bowl-and-milk-jug-set,"A beautiful unique ceramic milk jug and sugar bowl with a hand-cut wavy lid, glazed on the inside with a beautiful coloured glaze. Both pieces are wheel-thrown and go through a long process of detailed hand work before they are ready. What a distinctive way to serve sugar and cream!Both the milk jug and sugar bowl have been made with one dent on each side for comfortable hold. The jug holds about 140-150ml/ 4.7 -5fl Oz. All my pottery is dishwasher safe. ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_red_ceramic_milk_and_sugar_500x.jpg?v=1589556420,pottery and ceramic
Tea light candle holder,25.0,https://kariceramics.com//collections/handmade-ceramic-accessories/products/tea-light-candle-holder,"This handmade ceramic candle holder is such an amazing addition to your home decor! Available in four colours. High enough to prevent your tea light from flickering. It will shine a light on some of that lovely glaze colour...♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/CandleHoldersHandmadepottery_500x.jpg?v=1669389566,pottery and ceramic
Pasta bowl,54.0,https://kariceramics.com//collections/handmade-ceramic-bowls/products/ceramic-pasta-bowl,"This handmade ceramic bowl is the perfect size for an individual serving of steaming pasta, stew, curry, ramen, and other one-pot dishes. Because of the wide design, it also serves beautifully for salads, poke bowls and other dishes where you enjoy seeing the ingredients separately. The pasta bowl is definitely the most popular piece from the collection. When you have tried one of these for your pasta, stir fry or rice dish, you will not understand how you have ever managed without! Width about 22cm / 8.7"". Height 5.5cm/ 2.1"".Dishwasher- and microwave safe. For the oven we recommend a maximum heating of 120°C/248°F. ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade. Did you know, when clicking the glaze colour of your choice in the drop down, the matching photo will appear?",//kariceramics.com/cdn/shop/products/PastaBowlsFourFrstTurqBlueWaterHandmadepottery_500x.jpg?v=1639472447,pottery and ceramic
Soup Bowl,42.0,https://kariceramics.com//collections/handmade-ceramic-bowls/products/ceramic-soup-bowl,"Size: ca 6.3""/16cm diameter, height 2.6""/6.5cmYou will find these handmade ceramic bowls to be perfect for soup, for a portion of stew or small salad,  for your granola in the morning, or for serving of any kind of snacks. The stone-like exterior together with the colourful glazes on the inside makes for the eye-striking contrast between the two very different surfaces. Definitely a decorative eye-catcher which you will enjoy to use, every day, again and again.All pieces are 100% microwave- and dishwasher safe. For the oven heating with a maximum temperature of 120°C/248°F is recommended.♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/SoupbowlTaupeKariCeramics_500x.jpg?v=1709757711,pottery and ceramic
Tapas Bowl,28.0,https://kariceramics.com//collections/handmade-ceramic-bowls/products/handmade-tapas-bowls,"Approximate size:  width 11cm/4.3""  x  height 4cm/1.6""Spread them out, all the colours. It's tapas-time!Small handmade bowls for side dishes, or for some pieces of chocolate, cookies and snacks, herbs or sesame seeds,  whatever you might need a small serving bowl for. They will definitely brighten up your table. All Tapas bowls are dishwasher - and microwave safe.♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/HandmadepotterybowlsKariCeramics_500x.jpg?v=1639473116,pottery and ceramic
Large fruit bowl,165.0,https://kariceramics.com//collections/handmade-ceramic-bowls/products/large-fruit-bowl-1,"With it's spatial character, this ceramic fruit bowl stands elegantly as a centrepiece at your table or kitchen counter. It is a handmade piece, made one by one on the slab roller. This design is also very suitable as a serving bowl - elevating both everyday meals as well as special dinners. Width about 28.5cm/ 11.2"" and height ca 6.5cm/2.5"".Microwave- and dishwasher safe. Made with love and passion to bring a piece of art to your table!♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This magnificent large bowl is durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_red_low_serving_bowl_500x.jpg?v=1589540762,pottery and ceramic
Dessert bowl,34.0,https://kariceramics.com//collections/handmade-ceramic-bowls/products/ceramic-dessert-bowls,"Ca 14cm/5.5"", height 5.5cm/ 2.1""This proud ceramic dessert bowl is just waiting for you to make use of it. For a delicious dessert at the end of a special meal; for side dishes, or for snacks like chocolate and nuts. The possibilities are endless with such a handy size. Just like all my pottery, this dessert bowl is dishwasher-friendly. The bowls can be heated in the oven at a maximum temperature of 120°C/ 248°F. Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. Did you know, when clicking the glaze colour of your choice, the matching photo will appear?",//kariceramics.com/cdn/shop/products/Kariceramicshandmadepotteryfourceramic14cmdessertbowls_500x.jpg?v=1629298128,pottery and ceramic
Set of four nesting bowls,149.0,https://kariceramics.com//collections/handmade-ceramic-bowls/products/set-of-four-nesting-bowls,"Our best selling gift item!Discover this beautiful set of four nesting bowls. These stacking bowls offer a sophisticated way to serve all sorts of dishes, from crisps to hummus, salads and pasta, and can be neatly stored away to save on space. There are seven unique effect glazes available. Mix, match and play with the glaze colours to your likings. Pasta Bowl: width21 cm/ 8.3"", height 5.5cm/ 2.1"".Soup Bowl: w 16cm / 6.3"", h 6.5cm/2.6"".Dessert Bowl: w 14cm/5.5"", h 4cm/ 1.6"" Tapas Bowl: w 11cm/4.3"",  h 4cm/1.6""All pieces are dishwasher- and microwave safe. For oven heating at a maximum of 120°C/ 248°F is recommended. ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Nestingbowlsset4TaupePottery_500x.jpg?v=1669459381,pottery and ceramic
Large serving bowl,295.0,https://kariceramics.com//collections/handmade-ceramic-bowls/products/large-ceramic-salad-serving-bowl,"This elegant large serving bowl will be standing out on your table, whether it is for serving salad or hot food. For an exceptional dinner or at your everyday meal.A natural eye-catching centrepiece for your table or kitchen counter. Size about 36cm/14.2"" wide and ca 12cm/4.7"" tall.This bowl is also part of the Large nesting bowl set. ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This show-stopping bowl is of durable high quality dinnerware, and reflects the beauty of handmade. Please do not hesitate to contact me if you have any questions, I am always happy to help!",//kariceramics.com/cdn/shop/products/Kariceramicshandmadepotterybluehandceramiclargesaladbowl_500x.jpg?v=1589540658,pottery and ceramic
Salad bowl,189.0,https://kariceramics.com//collections/handmade-ceramic-bowls/products/ceramic-salad-bowl,"This organic shaped ceramic salad bowl will be standing out on any table, whether it is for serving salad or hot food. At that exceptional dinner it will surely be a conversation starter, and throughout the year it will elevate all your dining moments. The stone-like exterior together with the colourful glazes on the inside make for the eye-striking contrast between the two very different surfaces. Size: approximately 28cm/11"" wide and ca 9cm/3.7"" tall.This pottery salad bowl can also be ordered as a large set of 3 nesting bowls, this being the medium size.♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kariceramicshandmadepotteryredhandceramicmediumsaladbowl_500x.jpg?v=1589541941,pottery and ceramic
Large nesting bowl set,545.0,https://kariceramics.com//collections/handmade-ceramic-bowls/products/ceramic-and-pottery-bowl-set,"This large nesting set of handmade ceramic bowls contains 3 different sized bowls. They are statement pieces at your table, whether it is for serving salads or hot food, at a special and elegant dinner or at your everyday meal. The stone-like exterior of the bowls together with the colourful glazes on the inside make for the eye-striking contrast between the two very different surfaces.This large set is also proven as a successful wedding gift; one that will be remembered and enjoyed forever!  Approximate sizes Large bowl 36cm wide, 11.5cm tall/  width 14.2"" x height 4.5""Medium bowl 28.5 cm wide , 9 cm tall/  width  11.2"" x height 3.7"" Small bowl 19cm wide,  8.5cm tall /  width 7.5"" x height 3.3"" ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This show-stopping set of durable high quality dinnerware truly reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_turquoise_ceramic_nesting_set_salad_bowl_500x.jpg?v=1589552704,pottery and ceramic
Mugs,39.0,https://kariceramics.com//collections/ceramic-mugs/products/handmade-ceramic-mugs,"Height ca 3.75 Inch /9.5 cm, opening diameter 3.2 Inch /8 cm. Holds about 10 Ounce/300ml.The ultimate ceramic mug for tea, hot chocolate or coffee. Each mug is wheel-thrown and goes through detailed surface work to give the organic look on the exterior. The rim and outer edge have a layer of clear glaze on top to secure a smooth touch for your lips when drinking. The coffee mug has a playful dent on the side in order to give a comfortable grip with the thumb.  A huggable mug!♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. However, we always put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade. Mugs without dent have limited availability at the 'Unique Pieces' section.",//kariceramics.com/cdn/shop/products/Kari_ceramics_handmade_pottery_all_ceramic_mugs_500x.jpg?v=1625917134,pottery and ceramic
Espresso cups with saucer,44.0,https://kariceramics.com//collections/ceramic-mugs/products/handmade-ceramic-espresso-cups-with-saucer,"Enjoy your aromatic coffee from a ceramic espresso cup, so beautiful that you will be tempted to leave it out for display between every coffee-break. The oval saucer has place enough to put a cantuccini or cookie on the side. Handmade, one by one. The cups are made on the potters wheel and go through detailed hand work to achieve their organic unique look.Size: ca 4 cm / 1.6"" high and 4 cm / 1.6"" diameter.Holds about 100ml / 3.8 Oz. Dishwasher safe. ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. This is a cup and saucer set of durable high quality dinnerware, that reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/MidnightBlueespressocupKariCeramics_500x.jpg?v=1669647172,pottery and ceramic
Tea cup with saucer,59.0,https://kariceramics.com//collections/ceramic-mugs/products/ceramic-tea-cup-with-saucer,"These beautiful, wheel-thrown ceramic cups with saucers are large, light-weighted, and extremely comfy to hold since their handle is thoughtfully shaped with a thumb-rest fitting perfectly to your fingers.NB! Made to fit for right hand. Cup for left handed people available upon request. I promise you that will make the best thoughtful gift, to give this to a left-handed person.. Great for Tea Time, the perfect cup of cappuccino or hot chocolate with cream....The saucer is shaped as a palette, big enough for a  large cookie on the side. Since the saucer is ca 5.5""/14cm x 7.9""/20cm, it is also suitable as a plate besides the cup for serving a piece of cake or even a sandwich.  Size: cup height ca 2.7""/6.7 cm, opening 3.9""/10cm. Holds ca. 8.4 fl.ounce/250ml. All pieces are 100% dishwasher safe♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/TeaCupForestGreenHandmadepottery_500x.jpg?v=1669647339,pottery and ceramic
Mugs without dent,39.0,https://kariceramics.com//collections/ceramic-mugs/products/mugs-without-dent,"Height ca 3.75 Inch /9.5 cm, opening diameter 3.2 Inch /8 cm. Holds about 10 Ounce/300ml.To cater to wishes from several clients, I have also created a limited batch of mugs that have no dent in the mug (that I usually place there for your thumb to rest).The ultimate handmade ceramic mug for tea, hot chocolate or coffee. Each mug is wheel-thrown and goes through detailed surface work to give the stone-like look. The coffee mug has a stone-like, unglazed exterior, but the rim and outer edge have a layer of clear glaze on top to secure a smooth touch for your lips when drinking. Available in Speckled Blue and Speckled TurquoisePlease note I have very little of these in stock but I can make more - do not hesitate to email me via kari@kariceramics.com. I might even be able to make them in another colour, depending on the clay at hand. ♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/MugWithoutdentTurquoiseKariCeramics_500x.jpg?v=1679496122,pottery and ceramic
Tumblers,36.0,https://kariceramics.com//collections/ceramic-mugs/products/tumbler,"With stunning glazes on the inside and the stone-like look on the exterior, it's not to miss: this is Kari's tumbler. Drinking from beautiful ceramics just taste better. Great for both tea and short coffee. Or when you're in the mood, some mulled wine or hot chocolate with rum. And your beverages will stay cool in summer!Measures approx H 9cm/3.5""  x W7.5cm/3""Holds about 200ml/ 6.8flOz100% microwave and dishwasher safe.♥ Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. We always strive to put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/KariCeramicsHandmadepotteryTumblersetofFour_2_500x.jpg?v=1607689405,pottery and ceramic
Cake plates,35.0,https://kariceramics.com//collections/handmade-ceramic-plates/products/ceramic-cake-plates,"Indulge in the ultimate high tea experience with our exquisite ceramic cake plates. Elevate your celebration to new heights with its organic design and vibrant colours.. This versatile plate also doubles as a ceramic bread plate or side plate. Its size and shape make it ideal for serving small bites or appetizers alongside your main course, adding an extra layer of elegance to your table setting. Imbued with a timeless charm, these handmade plates are perfect for your next gathering, impressing your guests with its beauty and functionality. Crafted with love, made to last. Available in nine wonderful glaze colours. Measures 20 cm/ 7.9"" in diameter Dishwasher and microwave safe. Heating in the oven is possible with a maximum of 120°C/ 248°F.For more formal settings this size is also known as quarter plate, bread and butter plate or luncheon plate. Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size.",//kariceramics.com/cdn/shop/files/CakeplateWhiteHandmadepottery_500x.jpg?v=1682679910,pottery and ceramic
Lunch plates,45.0,https://kariceramics.com//collections/handmade-ceramic-plates/products/handmade-ceramic-organic-lunch-plates,"Size: ca 9""/23cm in diameterWith this breakfast plate or lunch plate you have something truly unique in your kitchen. A touch of nature and elevating dining moments are brought to your home. All ceramic dinnerware is dishwasher- and microwave safe. For oven heating at a maximum of 120°C/ 248°F is recommended. Please note the Waterfall and Forest Green plates show large variations in their appearance, as demonstrated on the pictures. ♥ Since each plate is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size. However, we always put the most resembling pieces in one order. All our pottery is durable high quality dinnerware, and reflects the beauty of handmade.",//kariceramics.com/cdn/shop/products/LunchplateForestGreenKariCeramics_500x.jpg?v=1682680592,pottery and ceramic
Dinner plates,58.0,https://kariceramics.com//collections/handmade-ceramic-plates/products/handmade-ceramic-dinner-plates,"Size: 11.8""/30cm diameter. A very special handmade ceramic dinner plate that brings out the best of any food served on it.Its organic look is a joy to the eye, invites you to touch, and creates a feast out of any meal; no matter every-day or a special event. The elegant large size creates a wonderful playground for any (home-) chef.In the dishwasher? Yes it can. Heating in the oven is possible with a maximum of 120°C/ 248°F. Since each piece is made individually by hand, tiny imperfections might occur, as well as slight variations in colour, shape and size.",//kariceramics.com/cdn/shop/files/DinnerplateBlackHandmadepottery_500x.jpg?v=1682680177,pottery and ceramic
