Title,Price,Link,Description,Main image,Caregory,Subcaregory
Hand Made Ribbed Candle in Flamingo,11.0,https://katieleamon.com/p/hand-made-ribbed-candle-in-flamingo/,"Our hand made sculptural ribbed candles make a beautiful decorative addition to your home or an ideal gift.Derived from natural resources, our candles are eco friendly, vegan friendly and biodegradable. Natural waxes do not release toxins when lit.Wax spillage is expected, make sure you place them on a heat resistant, deep tray or dish. Please allow slight colour difference due to different monitors and lighting environments. Due to being handmade, each candle will be unique, small air bubbles may be present.Each candle is 25cm tall, diameter 2.5cm diameter at base and 100g. Burning time  just under 2h.Price is for 1 candle.",https://katieleamon.com/wp-content/uploads/2023/11/P1034438-600x600.jpeg,candles,soy candles-jars
Hand Made Ribbed Candle in Ginger,11.0,https://katieleamon.com/p/hand-made-ribbed-candle-in-ginger/,"Our hand made sculptural ribbed candles make a beautiful decorative addition to your home or an ideal gift.Derived from natural resources, our candles are eco friendly, vegan friendly and biodegradable. Natural waxes do not release toxins when lit.Wax spillage is expected, make sure you place them on a heat resistant, deep tray or dish. Please allow slight colour difference due to different monitors and lighting environments. Due to being handmade, each candle will be unique, small air bubbles may be present.Each candle is 25cm tall, diameter 2.5cm diameter at base and 100g. Burning time  just under 2h.Price is for 1 candle.",https://katieleamon.com/wp-content/uploads/2023/11/P1034423-600x600.jpeg,candles,soy candles-jars
Hand Made Ribbed Candle in Forest,11.0,https://katieleamon.com/p/hand-made-ribbed-candle-in-forest/,"Our hand made sculptural ribbed candles make a beautiful decorative addition to your home or an ideal gift.Derived from natural resources, our candles are eco friendly, vegan friendly and biodegradable. Natural waxes do not release toxins when lit.Wax spillage is expected, make sure you place them on a heat resistant, deep tray or dish. Please allow slight colour difference due to different monitors and lighting environments. Due to being handmade, each candle will be unique, small air bubbles may be present.Each candle is 25cm tall, diameter 2.5cm diameter at base and 100g. Burning time  just under 2h.Price is for 1 candle.",https://katieleamon.com/wp-content/uploads/2023/11/Tezza-1399-600x600.jpg,candles,soy candles-jars
Hand Made Ribbed Candle in Rouge,11.0,https://katieleamon.com/p/hand-made-ribbed-candle-in-rouge/,"Our hand made sculptural ribbed candles make a beautiful decorative addition to your home or an ideal gift.Derived from natural resources, our candles are eco friendly, vegan friendly and biodegradable. Natural waxes do not release toxins when lit.Wax spillage is expected, make sure you place them on a heat resistant, deep tray or dish. Please allow slight colour difference due to different monitors and lighting environments. Due to being handmade, each candle will be unique, small air bubbles may be present.Each candle is 25cm tall, diameter 2.5cm diameter at base and 100g. Burning time  just under 2h.Price is for 1 candle.",https://katieleamon.com/wp-content/uploads/2023/11/Tezza-4802-600x600.jpg,candles,soy candles-jars
Hand Made Ribbed Candle in Charcoal,11.0,https://katieleamon.com/p/hand-made-ribbed-candle-in-charcoal/,"Our hand made sculptural ribbed candles make a beautiful decorative addition to your home or an ideal gift.Derived from natural resources, our candles are eco friendly, vegan friendly and biodegradable. Natural waxes do not release toxins when lit.Wax spillage is expected, make sure you place them on a heat resistant, deep tray or dish. Please allow slight colour difference due to different monitors and lighting environments. Due to being handmade, each candle will be unique, small air bubbles may be present.Each candle is 25cm tall, diameter 2.5cm diameter at base and 100g. Burning time  just under 2h.Price is for 1 candle.",https://katieleamon.com/wp-content/uploads/2023/11/P1034428-600x600.jpeg,candles,soy candles-jars
Hand Made Ribbed Candle in Linen,11.0,https://katieleamon.com/p/hand-made-ribbed-candle-in-linen/,"Our hand made sculptural ribbed candles make a beautiful decorative addition to your home or an ideal gift.Derived from natural resources, our candles are eco friendly, vegan friendly and biodegradable. Natural waxes do not release toxins when lit.Wax spillage is expected, make sure you place them on a heat resistant, deep tray or dish. Please allow slight colour difference due to different monitors and lighting environments. Due to being handmade, each candle will be unique, small air bubbles may be present.Each candle is 25cm tall, diameter 2.5cm diameter at base and 100g. Burning time  just under 2h.Price is for 1 candle.",https://katieleamon.com/wp-content/uploads/2023/11/P1034430-600x600.jpeg,candles,soy candles-jars
Hand Made Ribbed Candle in Off White,11.0,https://katieleamon.com/p/hand-made-ribbed-candle-in-off-white/,"Our hand made sculptural ribbed candles make a beautiful decorative addition to your home or an ideal gift.Each candle is 25cm tall2.5cm diameter at base and 100g.Burning time  just under 2h.Derived from natural resources, our candles are eco friendly, vegan friendly and biodegradable.Natural waxes do not release toxins when lit.Wax spillage is expected, make sure you place them on a heat resistant, deep tray or dish. Please allow slight colour difference due to different monitors and lighting environments.Due to being handmade, each candle will be unique, small air bubbles may be present.Price is for 1 candle.",https://katieleamon.com/wp-content/uploads/2023/11/P1034430-600x600.jpeg,candles,soy candles-jars
Hand Dip Dye Candle in Lollipop,6.95,https://katieleamon.com/p/hand-dip-dye-candle-in-lollipop/,"Peach & Purple Dip Dye Long Stem Candle Brought to Katie Leamon by Vivi Candles.Individually dip dyed to ensure each candle is unique, please note that as a result the colour intensity & gradient can vary with each candle.Size: height 29 cm | Width: 2.2 cmBurn time: approx. 12 hoursPlease note, candles are sold individually.",https://katieleamon.com/wp-content/uploads/2021/10/Lollipop-Dip-Dye-Candle-1024x1024.webp,candles,soy candles-jars
Hand Dip Dye Candle in Ice in the Sunshine,6.5,https://katieleamon.com/p/hand-dip-dye-candle-in-ice-in-the-sunshine/,"Pink & Yellow Dip Dye Long Stem Candle Brought to Katie Leamon by Vivi Candles.Individually dip dyed to ensure each candle is unique, please note that as a result the colour intensity & gradient can vary with each candle.Size: height 29 cm | Width: 2.2 cmBurn time: approx. 12 hoursPlease note, candles are sold individually.",https://katieleamon.com/wp-content/uploads/2021/10/Ice-in-the-Sunshine-Dip-Dye-Candle-1024x1024.webp,candles,soy candles-jars
Hand Dip Dye Candle in One in a Melon,4.5,https://katieleamon.com/p/dip-dye-candle-jade-pink/,"Green and Pink Dip Dye 29cm Taper Candle brought to Katie Leamon by Vivi Candles.Individually dip dyed to ensure each candle is unique, please note that as a result the colour intensity & gradient can vary with each candle.Size: height 29 cm | Width: 2.2 cmBurn time: approx. 12 hoursPlease note, candles are sold individually.",https://katieleamon.com/wp-content/uploads/2021/10/xOne-in-a-Melon-Dip-Dye-Candle-600x600.webp.pagespeed.ic.TgB0etBs-q.webp,candles,soy candles-jars
Hand Dip Dye Candle in Birthday Cake,6.5,https://katieleamon.com/p/dip-dye-candle-apricot-blue/,"Apricot & Blue Dip Dye 29cm Taper Candle brought to Katie Leamon by Vivi Candles.Individually dip dyed to ensure each candle is unique, please note that as a result the colour intensity & gradient can vary with each candle.Size: height 29 cm | Width: 2.2 cmBurn time: approx. 12 hoursPlease note, candles are sold individually.",https://katieleamon.com/wp-content/uploads/2021/10/xBirthday-Cake-Dip-Dye-Candle-600x600.webp.pagespeed.ic.zUgECnA2MM.webp,candles,soy candles-jars
The Flame Candle,2200.0,https://beeluxxcandles.com//collections/pillar-plain-beeswax-candles/products/cascading-waves-pure-beeswax-candle,"The Flame Candle
Aesthetic Pure Beeswax Candle
Gorgeous contemporary swirling, cascading flames design.
Pure beeswax has aÂ subtle honey-like aromatic scent light, whilst also releasing ions that detoxes the air from pollutants and free-radicals. With it'sÂ bright slow burning golden flame, and gorgeous design, it effortlessly adds beauty and tranquillity to any space.
Candle Hugging
To stop dripping and prolong burn time
This candle requires a good 'hug' every 3 hours to avoid dripping and therefore extend burn time.Â 
'Candle hugging' is a technique used at the end of each burn where the wax at the sides of the beeswax candle are pushed towards the wick. To hug your candle, put your candle out and let the wax cool for 5 minutes. Then push the top edge of the candle inwards using your thumbs, flattening the candle edge toward the toward the wick. See the video 'candle hugging' within the product pictures for full instructions :)
Â 
- Burn Time: 45+ hours (Hugging technique required - see below)
- Scent Throw: Subtle, Small Room
- Size: H: 105mm Ã:70mmÂ 
- Pure cotton wick
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Only burn candle for 2-3 hours each lighting, to avoid dripping and ensure an even burn. Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5mm before lighting,Â to avoid smoking. Always re-centre the wick(s) after each burn.

Benefits Of Beeswax
Beeswax has many benefits. It gives a pure clean burn and the candle flames light spectrum is similar to the Sun's rays making it great for SAD syndrome. It also is the only candle wax with the ability to purify the air of dust and other pollutants by releasing negative ions which have also been proven to improve mood! Which explains it's notable calming effects. The Egyptians believed beeswax to be magical and it's widely used in Religious ceremonies!",//beeluxxcandles.com/cdn/shop/products/pic1_720x.png?v=1681047678,candles,beeswax candles
The Bubble Pillar Candle | Wild Honey & Cigar Leaf,1800.0,https://beeluxxcandles.com//collections/pillar-plain-beeswax-candles/products/the-bubble-pillar-candle-dark-honey-tobacco,"TheÂ BubbleÂ Pillar Candle in the uplifting scent of
Wild Honey & Cigar Leaf
Scent Notes
Top: Tobacco, Honey, Spices, Citrus
Mid: Sandalwood
Base: Amber, Tonka Bean, Patchouli
A luxurious looking candleÂ perfect for any any room. Made with pure premium beeswax, it emits a soft, soothing glow that will help create a calming atmosphere.
An elegant, tasteful addition to any home, as luxurious as it is beautiful.
Â 
-Â Free standing candle
- Burn Time: 25+ hours
- Scent Throw: Small/Medium Room
- Size: H: 75mm Ã:65mm / 180g approx.
- Pure cotton wick
- View ourÂ completeÂ luxury beeswax candle collection


Candle Care & Advice
Only burnÂ candle forÂ 2-3 hours each lighting, to avoid wax dripping and alwaysÂ straighten the wick at the end of each lighting to ensure an even burn. Always burn candles safely on a heat resistant level surface - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Pure beeswax has aÂ subtle honey-like aromatic scent light, whilst also releasing ions that detoxes the air from pollutants and free-radicals. With it'sÂ bright slow burning golden flame, and gorgeous design, it effortlessly adds beauty and tranquillity to any space.

Beeswax has manyÂ benefits.Â It gives aÂ pure clean burn and the candle flames light spectrumÂ is similar to the Sun's rays! ItÂ also is the only candle wax with the ability toÂ purify the airÂ of dust and other pollutants by releasing negative ions! Negative ionsÂ have also been proven toÂ improve mood! The Egyptians believedÂ beeswax to be magical and it's widely used in Religious and Spiritual ceremony!",//beeluxxcandles.com/cdn/shop/files/IMG_1018_8d8a6635-9bb5-4f9b-b95b-5a0478e4987a_720x.jpg?v=1715519598,candles,beeswax candles
